TaxonId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,FullName,,AuthorYear,RankName,CurrentListing,FullAnnotationEnglish,AnnotationEnglish,AnnotationSpanish,AnnotationFrench,#AnnotationSymbol,#Annotation,SynonymsWithAuthors,EnglishNames,SpanishNames,FrenchNames,CitesAccepted,All_DistributionISOCodes,All_DistributionFullNames,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
100384,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,lalandii,,Rhizoprionodon lalandii,,"(Valenciennes, 1839)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Brazilian sharpnose shark,,,TRUE,"AW, BQ, BR, CO, CW, GF, GY, PA, SR, TT, VE","Aruba, Bonaire, Saint Eustatius and Saba, Brazil, Colombia, Curaçao, French Guiana [FR], Guyana, Panama, Suriname, Trinidad and Tobago, Venezuela (Bolivarian Republic of)","Aruba, Bonaire, Saint Eustatius and Saba, Brazil, Colombia, Curaçao, French Guiana [FR], Guyana, Panama, Suriname, Trinidad and Tobago, Venezuela (Bolivarian Republic of)",,,,,,
100385,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,longurio,,Rhizoprionodon longurio,,"(Jordan & Gilbert, 1882)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Pacific sharpnose shark,,,TRUE,"CO, CR, EC, SV, GT, HN, MX, NI, PA, PE, US","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru, United States of America","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru, United States of America",,,,,,
100386,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,oligolinx,,Rhizoprionodon oligolinx,,"Springer, 1964",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Grey sharpnose shark,,,TRUE,"AU, BH, BD, BN, KH, CN, IN, ID, IR, IQ, JP, KW, MY, MM, OM, PK, PW, QA, SA, SG, LK, TH, AE, VN","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, India, Indonesia, Iran (Islamic Republic of), Iraq, Japan, Kuwait, Malaysia, Myanmar, Oman, Pakistan, Palau, Qatar, Saudi Arabia, Singapore, Sri Lanka, Thailand, United Arab Emirates, Viet Nam","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, India, Indonesia, Iran (Islamic Republic of), Iraq, Japan, Kuwait, Malaysia, Myanmar, Oman, Pakistan, Palau, Qatar, Saudi Arabia, Singapore, Sri Lanka, Thailand, United Arab Emirates, Viet Nam",,,,,,
100387,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,porosus,,Rhizoprionodon porosus,,"(Poey, 1861)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Caribbean sharpnose shark,,,TRUE,"AI, AG, AW, BS, BB, BZ, BQ, BR, VG, KY, CO, CR, CU, CW, DM, DO, GF, GD, GP, GT, GY, HT, HN, JM, MQ, MX, MS, NI, PA, PR, BL, KN, LC, MF, VC, SX, SR, TT, TC, UY, VE, VI","Anguilla (United Kingdom), Antigua and Barbuda, Aruba, Bahamas, Barbados, Belize, Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Cayman Islands (United Kingdom), Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, French Guiana [FR], Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat (United Kingdom), Nicaragua, Panama, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Sint Maarten, Suriname, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA","Anguilla (United Kingdom), Antigua and Barbuda, Aruba, Bahamas, Barbados, Belize, Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Cayman Islands (United Kingdom), Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, French Guiana [FR], Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat (United Kingdom), Nicaragua, Panama, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Sint Maarten, Suriname, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA",,,,,,
100388,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,taylori,,Rhizoprionodon taylori,,"(Ogilby, 1915)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Australian sharpnose shark,,,TRUE,"AU, PG","Australia, Papua New Guinea","Australia, Papua New Guinea",,,,,,
100389,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,,Rhizoprionodon terraenovae,,"(Richardson, 1836)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Atlantic sharpnose shark,,,TRUE,"BZ, CA, GT, HN, MX, NI, US","Belize, Canada, Guatemala, Honduras, Mexico, Nicaragua, United States of America","Belize, Canada, Guatemala, Honduras, Mexico, Nicaragua, United States of America",,,,,,
98255,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,,,Rhynchobatus,,,GENUS,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
98256,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,australiae,,Rhynchobatus australiae,,"Whitley, 1939",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,"Bottlenose wedgefish, White-spotted wedgefish",,,TRUE,"AU, BH, BD, BN, KH, CN, DJ, EG, ER, ET, HK, IN, ID, IR, IQ, IL, JO, KE, KW, MO, MY, MZ, MM, OM, PK, PG, PH, QA, SA, SC, SG, SO, LK, SD, TW, TH, TL, AE, TZ, VN, YE","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Djibouti, Egypt, Eritrea, Ethiopia, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kenya, Kuwait, Macao, SAR, Malaysia, Mozambique, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Somalia, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Djibouti, Egypt, Eritrea, Ethiopia, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kenya, Kuwait, Macao, SAR, Malaysia, Mozambique, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Somalia, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen",,,,,,
98263,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,cooki,,Rhynchobatus cooki,,"Last, Kyne & Compagno, 2016",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Clown Wedgefish,,,TRUE,"ID, MY, SG","Indonesia, Malaysia, Singapore","Indonesia, Malaysia, Singapore",,,,,,
98257,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,djiddensis,,Rhynchobatus djiddensis,,"Forsskal, 1775",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhynchobatus djiddensis australiae Whitley, 1939","Giant guitarfish, White-spotted wedgefish",,,TRUE,"BH, DJ, EG, ER, IR, IQ, IL, JO, KE, KW, MZ, OM, QA, SA, SO, ZA, SD, AE, TZ, YE","Bahrain, Djibouti, Egypt, Eritrea, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kenya, Kuwait, Mozambique, Oman, Qatar, Saudi Arabia, Somalia, South Africa, Sudan, United Arab Emirates, United Republic of Tanzania, Yemen","Bahrain, Djibouti, Egypt, Eritrea, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kenya, Kuwait, Mozambique, Oman, Qatar, Saudi Arabia, Somalia, South Africa, Sudan, United Arab Emirates, United Republic of Tanzania, Yemen",,,,,,
98258,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,immaculatus,,Rhynchobatus immaculatus,,"Last, Ho & Chen, 2013",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Taiwanese wedgefish,,,TRUE,TW,"Taiwan, Province of China","Taiwan, Province of China",,,,,,
98259,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,laevis,,Rhynchobatus laevis,,"Bloch & Schneider, 1801",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Smoothnose Wedgefish,,,TRUE,"BH, BD, CN, HK, IN, ID, IR, IQ, JP, KW, MO, OM, PK, QA, SA, LK, AE","Bahrain, Bangladesh, China, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Japan, Kuwait, Macao, SAR, Oman, Pakistan, Qatar, Saudi Arabia, Sri Lanka, United Arab Emirates","Bahrain, Bangladesh, China, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Japan, Kuwait, Macao, SAR, Oman, Pakistan, Qatar, Saudi Arabia, Sri Lanka, United Arab Emirates",,,,,,
98260,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,luebberti,,Rhynchobatus luebberti,,"Ehrenbaum, 1915",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,African Wedgefish,,,TRUE,"BJ, CV, CM, CG, CI, GQ, GA, GM, GH, GN, GW, LR, MR, NG, ST, SN, SL, TG","Benin, Cabo Verde, Cameroon, Congo, Côte d'Ivoire, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, Liberia, Mauritania, Nigeria, Sao Tome and Principe, Senegal, Sierra Leone, Togo","Benin, Cabo Verde, Cameroon, Congo, Côte d'Ivoire, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, Liberia, Mauritania, Nigeria, Sao Tome and Principe, Senegal, Sierra Leone, Togo",,,,,,
98261,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,palpebratus,,Rhynchobatus palpebratus,,"Compagno & Last, 2008",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Eyebrow Wedgefish,,,TRUE,"AU, ID, PG","Australia, Indonesia, Papua New Guinea","Australia, Indonesia, Papua New Guinea",,,,,,
98262,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,springeri,,Rhynchobatus springeri,,"Compagno & Last, 2010",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Broadnose Wedgefish,,,TRUE,"BN, KH, ID, MY, PH, SG, TH","Brunei Darussalam, Cambodia, Indonesia, Malaysia, Philippines, Singapore, Thailand","Brunei Darussalam, Cambodia, Indonesia, Malaysia, Philippines, Singapore, Thailand",,,,,,
98266,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchorhina,,,Rhynchorhina,,,GENUS,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
98267,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchorhina,mauritaniensis,,Rhynchorhina mauritaniensis,,"Séret & Naylor, 2016",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,False Shark Ray,,,TRUE,MR,Mauritania,Mauritania,,,,,,
100340,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Scoliodon,,,Scoliodon,,"Müller & Henle, 1837",GENUS,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100390,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Scoliodon,laticaudus,,Scoliodon laticaudus,,"Müller & Henle, 1838",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Spadenose shark,,,TRUE,"BD, IN, IR, MM, PK, LK, TH","Bangladesh, India, Iran (Islamic Republic of), Myanmar, Pakistan, Sri Lanka, Thailand","Bangladesh, India, Iran (Islamic Republic of), Myanmar, Pakistan, Sri Lanka, Thailand",,,,,,
100391,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Scoliodon,macrorhynchos,,Scoliodon macrorhynchos,,"(Bleeker, 1852)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Pacific spadenose shark,,,TRUE,"BN, CN, KP, JP, MY, PH, KR, SG, TW, TH, VN","Brunei Darussalam, China, Democratic People's Republic of Korea, Japan, Malaysia, Philippines, Republic of Korea, Singapore, Taiwan, Province of China, Thailand, Viet Nam","Brunei Darussalam, China, Democratic People's Republic of Korea, Japan, Malaysia, Philippines, Republic of Korea, Singapore, Taiwan, Province of China, Thailand, Viet Nam",,,,,,
1499,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,,,Sphyrna,,,GENUS,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100435,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,corona,,Sphyrna corona,,"Springer, 1940",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Scalloped bonnethead shark,Tiburón martillo coronado,Requin-Marteau cornu,TRUE,"CO, CR, EC, SV, GT, HN, NI, PA, PE","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Nicaragua, Panama, Peru","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Nicaragua, Panama, Peru",,,,,,
100027,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,gilberti,,Sphyrna gilberti,,"Quattro, Driggers III, Grady, Ulrich & Roberts, 2013",SPECIES,II,"Appendix II: Originally listed as <i>Sphyrna lewini</i>, from which <i>Sphyrna gilberti</i> was split in 2023, following taxonomic changes adopted at CoP19.","Appendix II: Originally listed as <i>Sphyrna lewini</i>, from which <i>Sphyrna gilberti</i> was split in 2023, following taxonomic changes adopted at CoP19.","Appendix II: Originally listed as <i>Sphyrna lewini</i>, from which <i>Sphyrna gilberti</i> was split in 2023, following taxonomic changes adopted at CoP19.","Appendix II: Originally listed as <i>Sphyrna lewini</i>, from which <i>Sphyrna gilberti</i> was split in 2023, following taxonomic changes adopted at CoP19.",,"Appendix II: Originally listed as <i>Sphyrna lewini</i>, from which <i>Sphyrna gilberti</i> was split in 2023, following taxonomic changes adopted at CoP19.",,"Bronze hammerhead shark, gebuchteter Hammerhai, Hammerhead, Hammerhead shark, Kidney-headed shark, Scalloped hammerhead, Scalloped hammerhead shark, Southern hammerhead shark","Cachona, Cornúa, Cornuda, Cornuda comun, Cornuda común, Cornuda martillo, Cornuda negra, Morfillo, Pez martillo, Tiburón martillo, Tiburón martillo festoneado","Requin marteau, Requin marteau halicorne, Requin-marteau halicorne",TRUE,US,United States of America,United States of America,,,,,,
6544,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,,"(Griffith & Smith, 1834)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Sphyrna diplana (Springer 1941), Cestracion oceanica (Garman 1913), Zygaena erythraea (Klunzinger 1871), Cestracion leeuwenii (Day 1865), Sphyrna couardi Cadenat, 1951","Bronze hammerhead shark, gebuchteter Hammerhai, Hammerhead, Hammerhead shark, Kidney-headed shark, Scalloped hammerhead, Scalloped hammerhead shark, Southern hammerhead shark","Cachona, Cornúa, Cornuda, Cornuda comun, Cornuda común, Cornuda martillo, Cornuda negra, Morfillo, Pez martillo, Tiburón martillo, Tiburón martillo festoneado","Requin marteau, Requin marteau halicorne, Requin-marteau halicorne",TRUE,"DZ, AS, AO, AI, AG, AR, AW, AU, BS, BH, BD, BB, BZ, BJ, BM, BQ, BR, VG, BN, CV, KH, CM, KY, CN, CX, CP, CC, CO, KM, CG, CK, CR, CI, CU, CW, KP, CD, DJ, DM, DO, EC, EG, SV, GQ, ER, FJ, FR, GF, PF, GA, GM, GH, GI, GD, GP, GU, GT, GN, GW, GY, HT, HN, HK, IN, ID, IR, IQ, IL, IT, JM, JP, JO, KE, KI, KW, LR, MO, MG, MY, MV, MH, MQ, MR, MU, YT, MX, FM, MC, MS, MA, MZ, MM, NA, NR, AN, NC, NZ, NI, NG, NU, MP, OM, PK, PW, PA, PG, PE, PH, PN, PT, PR, QA, KR, BL, SH, KN, LC, MF, VC, WS, ST, SA, SN, SC, SL, SG, SX, SB, SO, ZA, ES, LK, SD, S1, SR, TW, TH, TL, TG, TO, TT, TC, TV, AE, TZ, UM, US, UY, VU, VE, VN, VI, WF, EH, YE","Algeria, American Samoa, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Australia, Bahamas, Bahrain, Bangladesh, Barbados, Belize, Benin, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, Cayman Islands (United Kingdom), China, Christmas Island, Clipperton, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic People's Republic of Korea, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Fiji, France, French Guiana [FR], French Polynesia, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Italy, Jamaica, Japan, Jordan, Kenya, Kiribati, Kuwait, Liberia, Macao, SAR, Madagascar, Malaysia, Maldives, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Monaco, Montserrat (United Kingdom), Morocco, Mozambique, Myanmar, Namibia, Nauru, Netherlands Antilles, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Puerto Rico, Qatar, Republic of Korea, Saint-Barthélemy, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Sint Maarten, Solomon Islands, Somalia, South Africa, Spain, Sri Lanka, Sudan, Sudan [prior to secession of South Sudan], Suriname, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Tuvalu, United Arab Emirates, United Republic of Tanzania, United States Minor Outlying Islands, United States of America, Uruguay, Vanuatu, Venezuela (Bolivarian Republic of), Viet Nam, Virgin Islands of the USA, Wallis and Futuna Islands, Western Sahara, Yemen","Algeria, American Samoa, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Australia, Bahamas, Bahrain, Bangladesh, Barbados, Belize, Benin, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Brunei Darussalam, Cambodia, Cameroon, Cayman Islands (United Kingdom), China, Christmas Island, Clipperton, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic People's Republic of Korea, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Fiji, France, French Guiana [FR], French Polynesia, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Italy, Jamaica, Japan, Jordan, Kenya, Kiribati, Kuwait, Liberia, Macao, SAR, Madagascar, Malaysia, Maldives, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Monaco, Montserrat (United Kingdom), Morocco, Mozambique, Myanmar, Namibia, Nauru, Netherlands Antilles, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Panama, Papua New Guinea, Philippines, Pitcairn Islands (United Kingdom), Portugal, Puerto Rico, Qatar, Republic of Korea, Saint-Barthélemy, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Sint Maarten, Solomon Islands, Somalia, South Africa, Spain, Sri Lanka, Sudan, Sudan [prior to secession of South Sudan], Suriname, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Tuvalu, United Arab Emirates, United Republic of Tanzania, United States Minor Outlying Islands, United States of America, Uruguay, Vanuatu, Venezuela (Bolivarian Republic of), Viet Nam, Virgin Islands of the USA, Wallis and Futuna Islands, Western Sahara, Yemen",,,,,,"Cabo Verde, Peru"
